0618_1040-learners/policy_1/vf_loss_step,0618_1034-learners/policy_1/vf_loss_step,0618_1040-learners/policy_2/vf_loss_step,0618_1034-learners/policy_2/vf_loss_step,0618_1040-learners/policy_3/vf_loss_step,0618_1034-learners/policy_3/vf_loss_step,0618_1040-learners/policy_4/vf_loss_step,0618_1034-learners/policy_4/vf_loss_step,0618_1040-learners/policy_5/vf_loss_step,0618_1034-learners/policy_5/vf_loss_step,0618_1040-learners/policy_6/vf_loss_step,0618_1034-learners/policy_6/vf_loss_step,0618_1040-learners/policy_7/vf_loss_step,0618_1034-learners/policy_7/vf_loss_step,0618_1040-learners/policy_8/vf_loss_step,0618_1034-learners/policy_8/vf_loss_step,0618_1040-learners/policy_9/vf_loss_step,0618_1034-learners/policy_9/vf_loss_step,0618_1040-learners/policy_10/vf_loss_step,0618_1034-learners/policy_10/vf_loss_step
1.508296012878418,1.321264505386353,1.537778735160828,1.248820185661316,1.523484468460083,1.355229020118713,1.6165763139724731,1.410987615585327,1.485447287559509,1.378697276115417,1.524081945419312,1.293808102607727,1.52591860294342,1.346939206123352,1.552819013595581,1.392937064170837,1.470575213432312,1.221616387367249,1.458785176277161,1.285420417785645
1.197238683700562,0.9910690188407898,1.2470206022262569,0.9994529485702515,1.193673849105835,0.9509007930755615,1.292324066162109,1.043577671051025,1.106433629989624,1.023900508880615,1.225399613380432,0.9732330441474915,1.164863705635071,1.056701302528381,1.236589312553406,1.043758153915405,1.198438167572021,0.8797992467880249,1.138965606689453,0.8857350945472717
0.7074609994888306,0.6730313301086426,0.6977918744087219,0.6906182169914246,0.6874290108680725,0.7042238116264343,0.7155827283859253,0.6764511466026306,0.714806318283081,0.6646330952644348,0.7159223556518555,0.664734423160553,0.6827232241630554,0.7236378788948059,0.6983415484428406,0.6740478277206421,0.7140675187110901,0.697548508644104,0.670073390007019,0.6951339840888977
0.963436484336853,1.000514149665833,0.9550278186798096,0.9881541132926941,0.9642824530601501,1.015569090843201,0.979603111743927,1.02376115322113,0.9446823596954346,1.002535700798035,0.9418113827705383,0.9806004166603088,0.9360678195953369,0.9425914287567139,0.935585618019104,0.9875826835632324,0.9080110788345337,0.9586769342422485,0.9088435173034668,0.9476866126060486
0.9373716115951538,0.9528140425682068,0.9384952187538147,0.953648030757904,0.931564211845398,0.936415433883667,0.9531829357147217,0.9754829406738281,0.8911359906196594,0.9510177373886108,0.9346288442611694,0.9397703409194946,0.9115862250328064,0.9402148723602295,0.9128830432891846,0.9532462954521179,0.8973695635795593,0.9017720818519592,0.8849200010299683,0.8948240876197815
0.8956491351127625,0.8009837865829468,0.8923802971839905,0.8128841519355774,0.8892939686775208,0.8011813759803772,0.8943668603897095,0.8150314688682556,0.8932797908782959,0.7933051586151123,0.8866803050041199,0.7914521098136902,0.8902813792228699,0.8320704102516174,0.8808768391609192,0.8139834403991699,0.8733563423156738,0.7864431738853455,0.8761598467826843,0.7876937389373779
0.8695256114006042,0.867808997631073,0.8779358863830566,0.868132472038269,0.8686510324478149,0.8684769868850708,0.8716909885406494,0.8770812749862671,0.8640246391296387,0.8688294887542725,0.8686041831970215,0.8722261190414429,0.8727640509605408,0.8561792969703674,0.8716696500778198,0.8619523644447327,0.859131932258606,0.867874801158905,0.8694467544555664,0.8522960543632507
0.8113884329795837,0.7535196542739868,0.8281692862510681,0.7527876496315002,0.8169721961021423,0.7409742474555969,0.8291701674461365,0.7642254829406738,0.8246417045593262,0.7644025087356567,0.8276710510253906,0.7553113698959351,0.8276328444480896,0.7642772793769836,0.8309821486473083,0.7654842734336853,0.8350968956947327,0.747444748878479,0.8177326321601868,0.7373508810997009
0.7965214848518372,0.8281355500221252,0.793107807636261,0.8303888440132141,0.7980536818504333,0.8133825659751892,0.7907534837722778,0.829159677028656,0.7912904024124146,0.8285118937492371,0.8010179996490479,0.8201729655265808,0.8037052750587463,0.8352605104446411,0.8025903105735779,0.834607720375061,0.7919086813926697,0.8274272680282593,0.8005915880203247,0.8280158638954163
0.7083180546760559,0.7023619413375854,0.7132534384727478,0.7060148119926453,0.7206063270568848,0.70482337474823,0.7175004482269287,0.7209136486053467,0.723088264465332,0.7119932770729065,0.7197371125221252,0.7212430238723755,0.7226249575614929,0.7210638523101807,0.7323397994041443,0.7206968069076538,0.7232826948165894,0.7076314091682434,0.7247086763381958,0.7124565243721008
