disable_BBR-learners/policy_2/entropy_step,disable_BBR-learners/policy_1/entropy_step,disable_BBR-learners/policy_3/entropy_step,disable_BBR-learners/policy_4/entropy_step,disable_BBR-learners/policy_5/entropy_step,enable_BBR-learners/policy_2/entropy_step,enable_BBR-learners/policy_1/entropy_step,enable_BBR-learners/policy_3/entropy_step,enable_BBR-learners/policy_4/entropy_step,enable_BBR-learners/policy_5/entropy_step,disable_BBR-learners/policy_6/entropy_step,disable_BBR-learners/policy_7/entropy_step,disable_BBR-learners/policy_8/entropy_step,disable_BBR-learners/policy_9/entropy_step,disable_BBR-learners/policy_10/entropy_step,enable_BBR-learners/policy_6/entropy_step,enable_BBR-learners/policy_7/entropy_step,enable_BBR-learners/policy_8/entropy_step,enable_BBR-learners/policy_9/entropy_step,enable_BBR-learners/policy_10/entropy_step
4.145694255828857,4.113994121551514,4.15000057220459,4.083329677581787,4.033188343048096,4.010406494140625,3.9099173545837402,3.9234671592712402,3.958700656890869,3.798927545547485,3.882788896560669,3.829830408096313,3.9605026245117188,3.732840538024902,3.704991340637207,3.946963548660278,3.884852170944214,3.839246988296509,3.727381706237793,3.679333448410034
,,,,,3.976033926010132,3.887178182601929,3.902876615524292,3.886059999465942,3.734257221221924,,,,,,3.91703462600708,3.818967580795288,3.795101881027222,3.644080638885498,3.592141151428223
4.124611854553223,4.074885845184326,4.067415714263916,4.033490180969238,3.982206583023071,3.94722580909729,3.863769769668579,3.854276180267334,3.870950222015381,3.700634002685547,3.809017658233643,3.7546756267547607,3.881973266601562,3.68952751159668,3.622080087661743,3.875499963760376,3.788801193237305,3.759197473526001,3.679749727249146,3.556447744369507
,,,,,3.921689510345459,3.823991060256958,3.803087949752808,3.835745096206665,3.60197639465332,,,,,,3.837916851043701,3.7458176612854,3.7159817218780518,3.605013847351074,3.487927436828613
4.064681053161621,4.027721405029297,3.984117269515991,3.946482419967651,3.905992269515991,3.896570920944214,3.777172088623047,3.781205654144287,3.762363910675049,3.548014640808105,3.690131902694702,3.666177749633789,3.79443621635437,3.601549386978149,3.557173013687134,3.786432266235352,3.72990870475769,3.671390056610107,3.590853929519653,3.471545457839966
4.035484790802002,3.9995017051696777,3.940244436264038,3.931750059127808,3.870175838470459,3.850921630859375,3.761171340942383,3.745668172836304,3.724759340286255,3.495837211608887,3.681731700897217,3.620156288146973,3.7453231811523438,3.544561862945557,3.507476568222046,3.75540828704834,3.712132692337036,3.633516550064087,3.523391008377075,3.40849494934082
4.019590854644775,3.966066360473633,3.925083637237549,3.89011549949646,3.825608730316162,,,,,,3.599491596221924,3.579775810241699,3.6942861080169678,3.516003370285034,3.44861626625061,,,,,
3.98871636390686,3.930214643478394,3.864488363265991,3.842530965805054,3.7707161903381348,3.804639339447021,3.711205244064331,3.696640968322754,3.636239528656006,3.43074893951416,3.558571815490723,3.550211191177368,3.6651570796966553,3.481629848480225,3.427261114120483,3.691604375839233,3.644323825836182,3.562890529632568,3.471033096313477,3.340157032012939
3.982253074645996,3.9208321571350098,3.826992750167847,3.808623552322388,3.7118782997131348,3.804224014282227,3.66890811920166,3.643085241317749,3.600682020187378,3.391316652297974,3.459424495697021,3.504251718521118,3.653605937957764,3.419716358184814,3.344640731811523,3.669210910797119,3.615032911300659,3.525264263153076,3.449792146682739,3.25533127784729
3.950943231582642,3.900990009307861,3.776666164398193,3.768956422805786,3.669196844100952,3.762510061264038,3.650863647460938,3.602653741836548,3.547254085540771,3.33416485786438,3.469032287597656,3.457131385803223,3.5905814170837402,3.357724189758301,3.319246530532837,3.640462875366211,3.598516225814819,3.488641977310181,3.3839774131774902,3.281507968902588
3.918168306350708,3.86051344871521,3.8020682334899902,3.739312887191772,3.630440711975098,3.738174200057983,3.650088310241699,3.590352296829224,3.474204778671265,3.28512716293335,3.466389656066895,3.411699771881104,3.55688214302063,3.293630838394165,3.27475643157959,3.5720937252044678,3.573440551757812,3.429585218429565,3.334697961807251,3.209617137908936
3.903446674346924,3.85869574546814,3.759189367294312,3.690686464309692,3.624632835388184,,,,,,3.398720741271973,3.385215520858765,3.540093421936035,3.2494394779205322,3.261028289794922,,,,,
3.835949659347534,3.832414388656616,3.747847318649292,3.696321487426758,3.600864887237549,3.688723564147949,3.617588758468628,3.526790142059326,3.358187198638916,3.209947109222412,3.377700567245483,3.361772298812866,3.491259813308716,3.213955879211426,3.235137701034546,3.508814573287964,3.507751226425171,3.378143310546875,3.246706485748291,3.15466570854187
3.801068544387817,3.797179222106934,3.738158464431763,3.665161848068237,3.56830620765686,3.670508623123169,3.580341100692749,3.503681182861328,3.322552680969238,3.187387228012085,3.323585987091064,3.305854082107544,3.4377553462982178,3.159631252288818,3.203346014022827,3.471809387207031,3.476700782775879,3.340551376342773,3.193880319595337,3.166565179824829
3.739466905593872,3.753874540328979,3.6816811561584473,3.6468253135681152,3.5200271606445312,3.647708177566528,3.572131156921387,3.483698844909668,3.255340576171875,3.163462162017822,3.324807643890381,3.263403177261353,3.394884347915649,3.207540988922119,3.15013313293457,3.43380880355835,3.443480253219604,3.302677631378174,3.162796974182129,3.071988821029663
3.726508617401123,3.739360809326172,3.643314123153687,3.6076467037200928,3.496681690216064,3.621505498886108,3.5324630737304688,3.427792072296143,3.253161430358887,3.119050741195679,3.273304462432861,3.220177173614502,3.368696689605713,3.112297534942627,3.135412216186523,3.403084754943848,3.398630619049072,3.26925253868103,3.149558544158936,3.06771445274353
,,,,,3.57428765296936,3.501560926437378,3.423288345336914,3.140447854995728,3.089679479598999,,,,,,3.370758771896362,3.329274654388428,3.230805635452271,3.128332614898682,3.01288914680481
3.624467134475708,3.671964406967163,3.566434860229492,3.514446973800659,3.402896165847778,3.541701555252075,3.466965436935425,3.384649276733398,3.171619892120361,3.067355394363403,3.208675622940063,3.186137437820435,3.284827470779419,3.04777717590332,3.075356960296631,3.370426177978516,3.307509422302246,3.204993486404419,3.083669662475586,2.999590396881104
3.574795246124268,3.666329145431519,3.540346622467041,3.5250954627990723,3.374778985977173,,,,,,3.198895215988159,3.183755159378052,3.2587802410125732,3.03610897064209,3.049149751663208,,,,,
3.54238748550415,3.655810594558716,3.504438877105713,3.476967096328735,3.339172601699829,3.50413179397583,3.410672903060913,3.335364818572998,3.124725341796875,3.013692140579224,3.165483236312866,3.150702714920044,3.197983980178833,3.041949510574341,3.012707233428955,3.279759407043457,3.248325109481812,3.141018867492676,3.063165187835693,2.94909930229187
3.49848747253418,3.622586488723755,3.5048739910125732,3.477117538452148,3.299072504043579,3.488028049468994,3.357757806777954,3.301239728927612,3.085818767547607,3.035231828689575,3.147994518280029,3.1749587059021,3.201664209365845,3.026067733764648,3.018694877624512,3.310408115386963,3.259985208511353,3.104267120361328,3.042025327682495,2.954717397689819
3.46315336227417,3.587314128875732,3.455232381820679,3.41856050491333,3.270637989044189,3.437458992004395,3.328308582305908,3.293632984161377,3.026136636734009,3.054020643234253,3.079094886779785,3.168640851974487,3.155707359313965,3.019076585769653,2.998182773590088,3.3498318195343018,3.196665287017822,3.065553665161133,3.020930290222168,2.957361221313477
3.419771671295166,3.5560622215271,3.415674209594727,3.396857738494873,3.2787728309631348,3.424269914627075,3.327317476272583,3.295774459838867,3.016114950180054,3.042784214019775,3.070734977722168,3.154640197753906,3.147368192672729,2.968326330184937,2.991761207580566,3.31703519821167,3.204713344573975,3.029603958129883,2.968410015106201,2.9595627784729
3.369613885879517,3.561557054519653,3.390466213226318,3.333935499191284,3.191421031951904,3.411676645278931,3.308016300201416,3.281807422637939,2.976820707321167,3.075995206832886,3.028187274932861,3.190414428710938,3.099770307540894,2.931898593902588,3.000208616256714,3.266063928604126,3.180721759796143,3.024736404418945,3.020687103271484,2.909481048583984
3.300853252410889,3.531249523162842,3.3790535926818848,3.281182289123535,3.203055381774902,3.40762996673584,3.298027515411377,3.234587907791138,2.920531988143921,3.092989444732666,3.051808834075928,3.229247093200684,3.045610189437866,2.899877309799194,2.952123880386353,3.236319780349731,3.16064453125,2.995936632156372,2.990342140197754,2.8916091918945312
3.283275604248047,3.519949436187744,3.342611789703369,3.308084726333618,3.130586862564087,3.363070726394653,3.262840747833252,3.248097658157349,2.88652515411377,3.097141742706299,3.036791801452637,3.222044944763184,3.026750087738037,2.84726619720459,2.9269497394561768,3.259634494781494,3.145807981491089,2.997220277786255,2.991414070129395,2.957574844360352
3.265308856964111,3.485381841659546,3.313234329223633,3.264690637588501,3.148608684539795,3.350730895996094,3.321588039398193,3.214661359786987,2.832879781723022,3.091394901275635,3.062246084213257,3.176729917526245,2.982158184051514,2.889860391616821,2.938279628753662,3.238132476806641,3.081390142440796,2.965194463729858,2.963643312454224,2.951189279556274
3.207358837127686,3.468343734741211,3.2820792198181152,3.22244668006897,3.141476154327393,3.281969308853149,3.326350212097168,3.229326725006104,2.847501754760742,3.103860855102539,3.016921281814575,3.172836780548096,2.953774452209473,2.910279512405396,2.938818454742432,3.221993207931519,3.05855393409729,3.011364459991455,2.996720314025879,2.959149599075317
3.22402548789978,3.422761201858521,3.257956743240356,3.182703971862793,3.104322910308838,3.310519456863403,3.286509037017822,3.190548181533813,2.835135459899902,3.080384492874146,2.973870277404785,3.121462106704712,2.933017730712891,2.891027450561523,2.958693742752075,3.196326732635498,3.017911195755005,3.031056880950928,2.9633853435516357,2.983711957931519
3.153420925140381,3.414870500564575,3.202861070632935,3.146270513534546,3.072470188140869,3.268943071365356,3.246239185333252,3.200876474380493,2.854085683822632,3.109886169433594,2.9460561275482178,3.054741859436035,2.918605089187622,2.881708860397339,2.952641487121582,3.200750112533569,2.9706509113311768,3.044717788696289,2.951842069625854,2.971560955047607
3.149806499481201,3.376930236816406,3.2187552452087402,3.140031576156616,3.021949291229248,3.286615610122681,3.258435726165771,3.173565626144409,2.784665822982788,3.072409868240356,2.949682712554932,3.019406080245972,2.900729894638062,2.894701242446899,3.003740072250366,3.17537784576416,2.964096784591675,3.054983615875244,2.9576256275177,2.962724924087524
3.073913335800171,3.358287334442139,3.195688724517822,3.110144138336182,3.115749359130859,3.262433767318726,3.235763788223267,3.148032665252686,2.839571714401245,3.133737087249756,2.888004779815674,3.010027885437012,2.907163381576538,2.957322359085083,2.934619665145874,3.18047022819519,2.906172752380371,3.024532318115234,2.93239164352417,2.927241086959839
3.049418687820435,3.349586248397827,3.206047296524048,3.078855037689209,3.085878372192383,3.248699426651001,3.209820508956909,3.1310067176818848,2.7561936378479,3.098119974136353,2.858481407165527,2.993867874145508,2.870460987091064,2.955578088760376,2.951573133468628,3.182363510131836,2.864959955215454,3.05066967010498,2.919556856155396,2.912962436676025
2.964004993438721,3.3643851280212402,3.169710397720337,3.041031360626221,3.066040754318237,3.245046138763428,3.223090171813965,3.092434644699097,2.807969331741333,3.084165334701538,2.884542942047119,2.974673271179199,2.837946176528931,2.915508508682251,2.952610969543457,3.221677780151367,2.889994859695435,3.022596836090088,2.893790483474731,2.934362888336182
2.926151275634766,3.321689367294312,3.188494443893433,3.032041788101196,3.043151378631592,3.214753389358521,3.227693557739258,3.064033269882202,2.759665012359619,3.053187370300293,2.849011421203613,2.955471992492676,2.813390016555786,2.935229778289795,2.942075967788696,3.253692150115967,2.931434154510498,3.006839275360107,2.787414312362671,2.9248580932617188
,,,,,3.18152117729187,3.21653413772583,3.052238941192627,2.821249485015869,3.006555557250977,,,,,,3.249427318572998,2.932415723800659,3.0259108543396,2.871367931365967,2.946517705917358
2.9356038570404053,3.293164253234863,3.132739543914795,3.055131912231445,2.994234323501587,3.129333257675171,3.1974070072174072,3.028716802597046,2.743051767349243,2.982872724533081,2.8560867309570312,2.9151663780212402,2.820562362670898,3.007612943649292,2.96144962310791,3.234945774078369,2.931900262832642,3.007518768310547,2.851010799407959,2.9728446006774902
2.864639520645142,3.279632329940796,3.120462417602539,3.051291704177856,3.020860195159912,3.061609983444214,3.223340034484863,3.040946483612061,2.770971298217773,2.945312023162842,2.8996376991271973,2.900682210922241,2.828075647354126,2.941208362579346,2.971653938293457,3.195549011230469,2.93684458732605,2.984761238098145,2.8319742679595947,2.966517448425293
2.933305740356445,3.257396221160889,3.137119054794312,3.058434247970581,3.025320291519165,3.096404314041138,3.208903312683105,3.038720607757568,2.794141054153442,2.870773792266846,2.982454776763916,2.922514915466309,2.865308284759521,2.929479360580444,2.958962440490723,3.203666210174561,2.945591926574707,2.963528871536255,2.835875511169434,2.987895250320435
2.95061182975769,3.272656440734863,3.15153980255127,3.035515546798706,3.035964012145996,3.038881301879883,3.234578609466553,2.99499249458313,2.781681060791016,2.842744588851929,2.962717771530151,2.900101184844971,2.798964023590088,2.985081434249878,2.989648580551147,3.225308895111084,2.885432243347168,2.9308021068573,2.8413443565368652,2.972417593002319
2.92576789855957,3.248483896255493,3.121601581573486,2.980846405029297,3.000070095062256,3.073939561843872,3.2432503700256348,3.022860288619995,2.741074562072754,2.849689245223999,3.041130065917969,2.885553598403931,2.797528743743896,2.979354619979858,2.977620124816895,3.207501888275146,2.91877269744873,2.892001152038574,2.890074968338013,2.944161176681519
3.00536036491394,3.221481800079346,3.121126890182495,2.991641044616699,2.989055871963501,3.047526597976685,3.228970289230347,2.996582984924316,2.748352527618408,2.874514102935791,3.060137033462524,2.870157480239868,2.785883903503418,2.956591367721558,3.00157904624939,3.190048456192017,2.933104038238525,2.895338773727417,2.871819257736206,2.954856395721436
3.004568099975586,3.2102773189544678,3.140591859817505,2.968644142150879,3.028085708618164,3.055408954620361,3.261706590652466,3.048737049102783,2.760877132415771,2.963712215423584,3.011775970458984,2.904127597808838,2.7430765628814697,2.972794532775879,3.015741109848022,3.198334693908691,2.910027265548706,2.862053394317627,2.907802581787109,2.95203423500061
3.060923099517822,3.188884735107422,3.123230934143066,2.958390235900879,3.070668458938599,3.074281930923462,3.283195495605469,3.044713258743286,2.719793558120728,2.956694364547729,2.985137224197388,2.849689245223999,2.765008926391602,2.999226570129395,3.032415151596069,3.165764570236206,2.950719118118286,2.8754563331604,2.905199766159058,2.936612844467163
3.040603637695312,3.203780651092529,3.10841703414917,2.989361047744751,3.103705167770386,,,,,,3.038416147232056,2.828722476959229,2.716994524002075,3.022479057312012,3.018803834915161,,,,,
