step,0618_1040-learners/policy_1/policy_loss_step,0618_1034-learners/policy_1/policy_loss_step,0618_1040-learners/policy_2/policy_loss_step,0618_1034-learners/policy_2/policy_loss_step,0618_1040-learners/policy_3/policy_loss_step,0618_1034-learners/policy_3/policy_loss_step,0618_1040-learners/policy_4/policy_loss_step,0618_1034-learners/policy_4/policy_loss_step,0618_1040-learners/policy_5/policy_loss_step,0618_1034-learners/policy_5/policy_loss_step,0618_1040-learners/policy_6/policy_loss_step,0618_1034-learners/policy_6/policy_loss_step,0618_1040-learners/policy_7/policy_loss_step,0618_1034-learners/policy_7/policy_loss_step,0618_1040-learners/policy_8/policy_loss_step,0618_1034-learners/policy_8/policy_loss_step,0618_1040-learners/policy_9/policy_loss_step,0618_1034-learners/policy_9/policy_loss_step,0618_1040-learners/policy_10/policy_loss_step,0618_1034-learners/policy_10/policy_loss_step
26,0.05482636392116547,0.03899886086583138,0.05445047467947006,0.03922584280371666,0.05673521012067795,0.04596462473273277,0.0627083107829094,0.03888633847236633,0.0565023235976696,0.03875423595309258,0.05103518813848495,0.04386991634964943,0.05399615317583084,0.04301551729440689,0.05901790410280228,0.043665561825037,0.05563841387629509,0.04943527653813362,0.06851962953805923,0.05231786519289017
28,0.05087031424045563,0.04351521655917168,0.05551855266094208,0.04960331693291664,0.05873908475041389,0.05905262008309364,0.05007539689540863,0.05554757639765739,0.05038131028413773,0.05846686661243439,0.04904093965888023,0.0586126483976841,0.0586467869579792,0.04620283469557762,0.05497590824961662,0.05920682474970818,0.05072963982820511,0.06237644329667091,0.06404619663953781,0.06362710148096085
29,0.05459178239107132,0.04509640857577324,0.05822102725505829,0.03900078311562538,0.04716990143060684,0.04512452706694603,0.05103065818548203,0.04332910105586052,0.05560344085097313,0.03813108056783676,0.04455804824829102,0.04752710089087486,0.05190938711166382,0.03883309662342072,0.0516839362680912,0.04325779154896736,0.04348247498273849,0.04070032387971878,0.05556383356451988,0.04618339985609055
30,0.06224055588245392,0.03184045106172562,0.05552748963236809,0.0458037480711937,0.0473630428314209,0.05138284340500832,0.05424755066633224,0.04136082157492638,0.05512703210115433,0.05016476288437843,0.04635033756494522,0.03805914148688316,0.04964743927121162,0.03721317648887634,0.05728624388575554,0.04135920852422714,0.0494244173169136,0.03943243995308876,0.05940878018736839,0.04765434190630913
31,0.04804731160402298,0.04338862374424934,0.04662140086293221,0.03550929203629494,0.05068262666463852,0.04031893238425255,0.04883770272135735,0.0426892377436161,0.0551769882440567,0.04624907299876213,0.04258684441447258,0.03971650451421738,0.05931663513183594,0.0382264070212841,0.05342938378453255,0.04467042535543442,0.04790973663330078,0.03640734404325485,0.06105059757828712,0.04446325078606606
32,0.05195315554738045,0.03781724721193314,0.04857736453413963,0.03441132605075836,0.05053118243813515,0.04396580904722214,0.05116428807377815,0.03098834678530693,0.05150773376226425,0.03434541821479797,0.04516829177737236,0.03506748750805855,0.05043729767203331,0.03527582809329033,0.04677340760827065,0.03935248032212257,0.04443915188312531,0.04415826871991158,0.05395374819636345,0.04337058216333389
33,0.04888303205370903,0.03970996662974358,0.04258154332637787,0.03183640912175179,0.05397023633122444,0.04633477330207825,0.05346971750259399,0.041688472032547,0.04619554057717323,0.03503153473138809,0.04445790126919746,0.03486980870366096,0.05346398055553436,0.03501445800065994,0.04521743208169937,0.04548968002200127,0.04071361944079399,0.03430755063891411,0.05202055722475052,0.03800162672996521
34,0.0514896996319294,0.039590023458004,0.04700615629553795,0.03943610191345215,0.05206113681197166,0.05550019070506096,0.0468226745724678,0.04457281157374382,0.04452139511704445,0.04256685450673103,0.04347464814782143,0.04182534292340279,0.04798994213342667,0.04187401011586189,0.04715468361973763,0.04640708118677139,0.0469990186393261,0.05148221924901009,0.05282106995582581,0.0443626195192337
35,0.04832437634468079,0.03415339067578316,0.05558022484183311,0.02979452908039093,0.05233582854270935,0.04044323414564133,0.04575376957654953,0.03820625692605972,0.04680219665169716,0.02621966786682606,0.03790837153792381,0.03226524963974953,0.0439799465239048,0.03842588141560555,0.04556236788630486,0.03455417603254318,0.04356230795383453,0.03942500799894333,0.05222734436392784,0.03785239160060883
36,0.03921007364988327,0.03196870908141136,0.05027851834893227,0.03469787910580635,0.04622037708759308,0.03334162011742592,0.03939304873347282,0.03387340903282166,0.04778000712394714,0.0285476129502058,0.04136421531438828,0.02905123122036457,0.0442122146487236,0.02612926997244358,0.03613583371043205,0.03332597762346268,0.04193847998976707,0.0399797111749649,0.05860637500882149,0.03435793146491051
37,0.05154445767402649,0.04109906777739525,0.04077158123254776,0.03089413605630398,0.04165030270814896,0.04236281663179398,0.04114176332950592,0.03509470075368881,0.04230501875281334,0.03064978867769241,0.04002655670046806,0.0316314809024334,0.04442327842116356,0.02699827961623669,0.040242750197649,0.03272455185651779,0.03672670945525169,0.03626095876097679,0.0428137481212616,0.03938613831996918
38,0.04729975387454033,0.04205944389104843,0.04481739550828934,0.03001595288515091,0.0455535314977169,0.03807698935270309,0.04090341925621033,0.03057003393769264,0.04355810582637787,0.03458504006266594,0.03490544483065605,0.03097489848732948,0.04763407632708549,0.02979889139533043,0.042071383446455,0.03471431136131287,0.0427253469824791,0.02661736682057381,0.05482470989227295,0.04207081347703934
39,0.05234607309103012,0.03447562083601952,0.04321926087141037,0.01699069142341614,0.04590440168976784,0.03085039183497429,0.03771814331412315,0.01827216148376465,0.04773897305130959,0.02747878804802895,0.03446686267852783,0.02600972726941109,0.04422421753406525,0.01800737716257572,0.03858335316181183,0.03249392285943031,0.03726350143551826,0.02968886122107506,0.04970788210630417,0.0348094068467617
40,0.04948407039046288,0.02483250573277473,0.0396336168050766,0.02395513281226158,0.04898370429873466,0.02512588351964951,0.04155969619750977,0.01916718110442162,0.03961538150906563,0.0250988956540823,0.04058011248707771,0.01686981320381165,0.05084976553916931,0.02345129102468491,0.03924626111984253,0.03191316500306129,0.04233093559741974,0.02779585681855679,0.05172435939311981,0.0262828953564167
41,,0.03395010530948639,,0.01385967340320349,,0.03292703256011009,,0.01701185293495655,,0.01863151974976063,,0.01767567358911037,,0.02923206239938736,,0.02731173858046532,,0.02255843766033649,,0.03525164723396301
42,0.03879956156015396,0.02001959271728992,0.04907987639307976,0.009864121675491333,0.03742993623018265,0.01837964542210102,0.03865266963839531,0.00794986542314291,0.03364850208163261,0.01800792664289474,0.03841870278120041,0.01973803155124187,0.0383855439722538,0.02204366400837898,0.03584850952029228,0.0255515780299902,0.04186800122261047,0.01644835062325001,0.04379338398575783,0.03502580523490906
43,,0.01699686236679554,,0.0190846361219883,,0.01393991895020008,,0.0142626753076911,,0.01817009970545769,,0.0176855493336916,,0.02066957019269466,,0.02411770634353161,,0.02144413627684116,,0.02970250509679317
44,0.04016441106796265,0.01985003985464573,0.02745284885168076,-0.003242423292249441,0.03725492209196091,0.01987171173095703,0.0253954790532589,0.008785352110862732,0.03593549132347107,0.0125799747183919,0.02832707390189171,0.01536728162318468,0.03454737365245819,0.01321903243660927,0.02701554261147976,0.01208524871617556,0.02954762615263462,0.02104190923273563,0.04650435969233513,0.02760092914104462
45,0.03196020051836967,0.01976106874644756,0.03370209038257599,0.01073334272950888,0.03408063948154449,0.01462944317609072,0.03109812363982201,0.008508321829140186,0.02853964082896709,0.01325266528874636,0.03378503397107124,0.01516802329570055,0.04367495700716972,0.02452376112341881,0.02999794669449329,0.02138965949416161,0.02847230993211269,0.01765194162726402,0.04232156276702881,0.02774219401180744
46,0.03105862252414227,,0.03918986767530441,,0.0257515087723732,,0.02655253373086452,,0.03681628406047821,,0.02946339920163155,,0.04309942945837975,,0.02218781225383282,,0.0243026539683342,,0.03964958712458611,
47,0.03134167194366455,0.0179043635725975,0.02493847347795963,0.006086350418627262,0.02282565087080002,0.02395167946815491,0.02343066036701202,0.002515528351068497,0.02510711178183556,0.01598722673952579,0.01670553348958492,0.01348967384546995,0.03120893426239491,0.02177522331476212,0.02390860393643379,0.02301333844661713,0.02287290059030056,0.02232441864907742,0.02813596278429031,0.02751700952649117
48,0.02676243707537651,0.01496925298124552,0.03347090631723404,0.01376053784042597,0.02425804175436497,0.007862741127610207,0.03219309821724892,0.005380704067647457,0.03539823740720749,0.02016140706837177,0.03481515869498253,0.01148777548223734,0.03028377331793308,0.009807486087083817,0.03244638815522194,0.01856786943972111,0.03024150431156158,0.01064014062285423,0.04365567490458488,0.02934803627431393
49,0.03038037568330765,0.0187847688794136,0.04295345395803452,-0.0007476878236047924,0.0418209582567215,0.003421982983127236,0.03059756383299828,0.002680241363123059,0.03063478134572506,0.009142519906163216,0.03447210788726807,0.01065268088132143,0.03680310025811195,0.006541290320456028,0.03702400624752045,0.01298625487834215,0.03367666527628899,0.01286260411143303,0.04992317780852318,0.02509035356342793
50,0.02053565345704556,0.01606680080294609,0.02337510325014591,0.01047650258988142,0.02969438955187798,0.02632595598697662,0.0210871733725071,0.007925705052912235,0.02621883526444435,0.0259704627096653,0.02660098858177662,0.01067863684147596,0.02923759631812572,0.0174425020813942,0.02680139802396297,0.01614784076809883,0.02867884747684002,0.0192508976906538,0.03941243514418602,0.02862527966499329
51,0.02495712041854858,,0.02553625777363777,,0.0307072289288044,,0.02781926468014717,,0.03014705702662468,,0.01818937994539738,,0.03392814844846725,,0.02830039896070957,,0.02691954560577869,,0.04284297674894333,
52,0.02396207861602306,0.0192142017185688,0.02640013955533504,0.0001066748809535056,0.02583787404000759,0.01494693662971258,0.03026235848665237,0.01152042299509048,0.02472452819347382,0.01172954589128494,0.02036733366549015,0.01319971028715372,0.03717454150319099,0.01121210865676403,0.0239507183432579,0.01633908599615097,0.02471400052309036,0.01644501276314259,0.03351461142301559,0.03032497502863407
53,0.02225176990032196,-0.0003498241130728275,0.0269442331045866,-0.004592589568346739,0.029586436226964,0.006883934140205383,0.01841370388865471,-0.006244073156267405,0.02609394490718842,0.006015473511070013,0.02090129628777504,0.003860530210658908,0.03508735820651054,0.00399034284055233,0.02427706681191921,0.001018706476315856,0.03178811445832253,0.01277387142181396,0.04538716748356819,0.0146221024915576
54,0.01647195778787136,0.02095134370028973,0.02357315272092819,-0.002431549597531557,0.01864251121878624,0.01441179681569338,0.01935824751853943,0.002413799986243248,0.02160627581179142,0.009615186601877213,0.0238649882376194,0.007829825393855572,0.02774632722139359,0.01590336486697197,0.02862017229199409,0.01705228909850121,0.02716465666890144,0.02165673300623894,0.0371377132833004,0.01815056800842285
55,0.02206303551793098,0.00763856153935194,0.02988568879663944,-0.004354485776275396,0.01901690289378166,0.01189316250383854,0.02743863500654697,-0.001950253266841173,0.02552404627203941,0.003519072663038969,0.0293422881513834,-0.0002124686288880184,0.03474551811814308,0.004940406419336796,0.0233613271266222,0.007888354361057281,0.02720301784574986,-0.001696878927759826,0.04121669381856918,0.0203146580606699
56,,0.008123185485601425,,-0.009161318652331829,,0.006798386573791504,,-0.0008704628562554717,,0.0007293116068467498,,0.002991322660818696,,0.002392205409705639,,0.002422768855467439,,-0.002510133432224393,,0.01420319266617298
57,0.01387337129563093,0.01120857708156109,0.0290809404104948,-0.004873626865446568,0.02693266421556473,-0.003521384904161096,0.01871027052402496,0.002302806824445724,0.02204960398375988,0.008809125982224941,0.02476663328707218,-0.001371260732412338,0.0238337516784668,0.00135555979795754,0.02528021857142448,0.003163960063830018,0.03155035153031349,-0.003653449937701225,0.03398305550217628,0.008839762769639492
58,0.03396673128008842,,0.02369480952620506,,0.02215084061026573,,0.02402548678219318,,0.02402809262275696,,0.03605544567108154,,0.03653163835406303,,0.0279192179441452,,0.03193676471710205,,0.0435788705945015,
59,0.02846615388989449,0.01230215467512608,0.02505272254347801,-0.00023812529980205,0.03497475013136864,0.01512227766215801,0.029413852840662,0.006349138915538788,0.02749282121658325,0.001358817098662257,0.02375911921262741,-0.007585275918245316,0.03140838816761971,0.01078866329044104,0.0273109432309866,0.01456627529114485,0.0328291654586792,0.004486991558223963,0.03150118514895439,0.01896032504737377
60,0.02619605325162411,-0.001805864041671157,0.02796373702585697,-0.004809804260730743,0.01417445577681065,-0.002697515534237027,0.02323233149945736,0.001568937906995416,0.02458754368126392,-7.056728645693511e-05,0.03085540607571602,-0.009612775407731533,0.02509799972176552,0.004854368511587381,0.02736018970608711,0.004147425759583712,0.01581646129488945,0.008735121227800846,0.03270944952964783,0.01187706924974918
61,0.01860657334327698,-0.006055958103388548,0.02431399933993816,-0.0144352475181222,0.01792062260210514,-0.01215976756066084,0.02416166290640831,-0.008077418431639671,0.022187365218997,-0.009421833790838718,0.02715038694441319,-0.01608289964497089,0.02509750053286552,0.001599081442691386,0.0197539534419775,-0.0056469333358109,0.02313496358692646,-0.01371248159557581,0.02773495391011238,-0.005915531888604164
62,0.02814700827002525,0.0008176931878551841,0.03745856508612633,-0.009141677059233189,0.02368410304188728,-0.006241758354008198,0.0253192912787199,0.004146215505897999,0.02612118609249592,-0.01157166715711355,0.0223650336265564,-0.01139968726783991,0.0322514995932579,0.0004072212323080748,0.02453727833926678,-0.003472051816061139,0.02802511863410473,-0.007020937278866768,0.02514872327446938,0.006204474717378616
63,0.02371366135776043,0.002543165115639567,0.02067557163536549,-0.01185822486877441,0.01764209754765034,0.0001488871057517827,0.0223295334726572,-0.001014988985843956,0.01661940105259418,-0.008039068430662155,0.02118628472089767,-0.008980769664049149,0.02607970684766769,-0.01072103809565306,0.02283276617527008,-0.001493927906267345,0.01749526523053646,-0.01079258043318987,0.03101613372564316,-0.00950109213590622
64,0.033286452293396,-0.001128269941546023,0.0322638638317585,-0.01831280067563057,0.0164104588329792,-0.02654135413467884,0.02707852981984615,-0.003828546032309532,0.02329103089869022,-0.01911898888647556,0.02529806643724442,-0.01780004240572453,0.02496629022061825,-0.007178814616054296,0.03130848705768585,-0.01188850868493319,0.03106389194726944,-0.02004574239253998,0.03392988070845604,-0.01191407069563866
65,0.01123014558106661,-0.01071692258119583,0.02047526836395264,-0.01702428609132767,0.01486042514443398,-0.01617066375911236,0.02243821509182453,-0.006632669363170862,0.0190079640597105,-0.01121142692863941,0.01997370831668377,-0.0193267073482275,0.02098016627132893,-0.00902637466788292,0.01683023944497108,-0.0196051225066185,0.01848686672747135,-0.0226940605789423,0.02335305139422417,-0.01225467119365931
66,0.01521649211645126,-0.0057531394995749,0.01955805532634258,-0.02001159638166428,0.01870512031018734,-0.01961738057434559,0.0296681821346283,-0.01099874079227448,0.02310030907392502,-0.02269333600997925,0.02070301398634911,-0.0227619931101799,0.01565993949770927,-0.01131837721914053,0.01680595800280571,-0.01745760999619961,0.01644538342952728,-0.0169515535235405,0.03013544343411922,-0.002923110034316778
67,0.02315816096961498,-0.001607424579560757,0.02133913710713387,-0.02320261672139168,0.02002653479576111,-0.02017843537032604,0.02583313547074795,-0.02018933929502964,0.0174711886793375,-0.03033121675252914,0.01403597835451365,-0.02390057779848576,0.01629596576094627,-0.01600613445043564,0.01441622711718082,-0.02580190636217594,0.01460351422429085,-0.02837459370493889,0.02238747477531433,-0.01770702563226223
68,0.01329360622912645,-0.007444186136126518,0.02579883299767971,-0.01366565376520157,0.01013338007032871,-0.0260106734931469,0.02260815910995007,-0.01793882995843887,0.01212326530367136,-0.01488500647246838,0.007158955559134483,-0.01921075023710728,0.01916175521910191,-0.01188712287694216,0.00972550269216299,-0.01645133830606937,0.01613819040358067,-0.01706288196146488,0.017955107614398,-0.008989346213638783
69,0.01410825923085213,-0.01008462533354759,0.02601791732013226,-0.0244930163025856,0.0164500530809164,-0.01814810372889042,0.02289879508316517,-0.01838522218167782,0.01875348947942257,-0.01776648499071598,0.0201148297637701,-0.02045399695634842,0.01745366305112839,-0.01645408943295479,0.01333063933998346,-0.02015602961182594,0.0195186547935009,-0.0283131767064333,0.01981315948069096,-0.01672834157943726
70,0.02355693094432354,-0.01983796246349812,0.02039297483861446,-0.02181892842054367,0.01487190648913383,-0.01764666102826595,0.01384362671524286,-0.01606547646224499,0.02366274036467075,-0.01697544939815998,0.01685656420886517,-0.01404845621436834,0.02272378653287888,-0.00396644277498126,0.02048399485647678,-0.02222726121544838,0.01682305335998535,-0.01714246533811092,0.02082384936511517,-0.01357189752161503
71,0.009551662020385265,-0.01957757584750652,0.02613913267850876,-0.02922697737812996,0.01737984269857407,-0.02169265039265156,0.02397545427083969,-0.02316543646156788,0.01138200238347054,-0.0223811287432909,0.01682266779243946,-0.02947809919714928,0.01681267097592354,-0.01717911846935749,0.02101676911115646,-0.03168876469135284,0.02081147581338882,-0.02675938792526722,0.02747354097664356,-0.02047057822346687
72,0.01379776373505592,-0.02557222358882427,0.02147079259157181,-0.02896160073578358,0.006967943161725998,-0.02573738433420658,0.01602727547287941,-0.02099108882248402,0.004259540699422359,-0.0149356983602047,0.01374761946499348,-0.03277216106653214,0.01806874573230743,-0.01598765328526497,0.01956632174551487,-0.02904725819826126,0.01206986885517836,-0.03228477761149406,0.01695873588323593,-0.01416087243705988
73,0.01690460182726383,-0.0307922400534153,0.01995385996997356,-0.03669958934187889,0.01533328369259834,-0.0260401014238596,0.02508061751723289,-0.02422566898167133,0.01578973419964314,-0.02951178885996342,0.01901790127158165,-0.03235595300793648,0.02092979289591312,-0.02073108777403831,0.02384496666491032,-0.0299681518226862,0.01170907821506262,-0.01835334859788418,0.02384058199822903,-0.02209884487092495
74,0.01273767743259668,-0.02862976305186749,0.008211574517190456,-0.03907863050699234,0.0107064563781023,-0.03283343836665154,0.00230344058945775,-0.03185316547751427,0.01421875320374966,-0.03104486688971519,0.007633142173290253,-0.04377882927656174,0.02386113069951534,-0.03343575075268745,0.01020399294793606,-0.04162854701280594,0.01379798632115126,-0.03278515860438347,0.0186901967972517,-0.03056593798100948
75,,-0.0273422971367836,,-0.02956574596464634,,-0.02093453705310822,,-0.01823604479432106,,-0.02640277333557606,,-0.03050201199948788,,-0.01817392744123936,,-0.02468208037316799,,-0.02670121565461159,,-0.01890131458640099
